  Error on attempt 1/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-54678f7884-2b6sl: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7d7746d958-2lzkx: kubectl exec failed: Error from server (NotFound): pods "target-app-7d7746d958-2lzkx" not found
, retrying in 3s …
RAM injector started: 757 points, starting at index 0, step=15s, namespace=tcc-ens-expsm-fft-prophet-c-cpu-hv
Logging to: /app/k8s/load/traces/ram_injection_log.csv
  [startup] waiting for pods in tcc-ens-expsm-fft-prophet-c-cpu-hv …
[0/756] 2022-04-10T00:00:00  total_mb=4226  pods=2
[27/756] 2022-04-10T18:00:00  total_mb=5601  pods=2
  → pod=target-app-799b9dff59-v8dvj status=200  latency=1803.4ms
  → pod=target-app-799b9dff59-zb966 status=200  latency=1667.4ms
[28/756] 2022-04-10T18:40:00  total_mb=5736  pods=2
  → pod=target-app-799b9dff59-v8dvj status=200  latency=1961.6ms
  → pod=target-app-799b9dff59-zb966 status=200  latency=1704.5ms
[29/756] 2022-04-10T19:20:00  total_mb=5733  pods=2
  → pod=target-app-799b9dff59-v8dvj status=200  latency=1583.7ms
  → pod=target-app-799b9dff59-zb966 status=200  latency=1767.8ms
[30/756] 2022-04-10T20:00:00  total_mb=5735  pods=2
  → pod=target-app-799b9dff59-v8dvj status=200  latency=1725.4ms
  → pod=target-app-799b9dff59-zb966 status=200  latency=1604.7ms
[31/756] 2022-04-10T20:40:00  total_mb=5751  pods=2
  → pod=target-app-799b9dff59-v8dvj status=200  latency=2087.1ms
  → pod=target-app-799b9dff59-zb966 status=200  latency=1595.9ms
[32/756] 2022-04-10T21:20:00  total_mb=4188  pods=4
  → pod=target-app-57f655b559-87lps status=200  latency=696.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=697.3ms
  → pod=target-app-799b9dff59-v8dvj status=200  latency=928.8ms
  → pod=target-app-799b9dff59-zb966 status=200  latency=743.5ms
[33/756] 2022-04-10T22:00:00  total_mb=4393  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1307.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1192.5ms
[34/756] 2022-04-10T22:40:00  total_mb=4702  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1515.7ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1265.7ms
[35/756] 2022-04-10T23:20:00  total_mb=4835  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1461.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1470.3ms
[36/756] 2022-04-11T00:00:00  total_mb=4847  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1548.1ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1393.8ms
[37/756] 2022-04-11T00:40:00  total_mb=4934  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1655.1ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1670.0ms
[38/756] 2022-04-11T01:20:00  total_mb=5018  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1495.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1401.0ms
[39/756] 2022-04-11T02:00:00  total_mb=5108  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1520.4ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1369.1ms
[40/756] 2022-04-11T02:40:00  total_mb=5079  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1654.8ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1810.4ms
[41/756] 2022-04-11T03:20:00  total_mb=5086  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1519.4ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1447.4ms
[42/756] 2022-04-11T04:00:00  total_mb=5132  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1669.4ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1429.3ms
[43/756] 2022-04-11T04:40:00  total_mb=5209  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1506.7ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1592.0ms
[44/756] 2022-04-11T05:20:00  total_mb=5211  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1583.1ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1395.1ms
[45/756] 2022-04-11T06:00:00  total_mb=5219  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1629.3ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1590.4ms
[46/756] 2022-04-11T06:40:00  total_mb=5349  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1565.8ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1483.2ms
[47/756] 2022-04-11T07:20:00  total_mb=5443  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1821.3ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1715.1ms
[48/756] 2022-04-11T08:00:00  total_mb=5718  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1737.8ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1686.6ms
[49/756] 2022-04-11T08:40:00  total_mb=5750  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1739.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1763.3ms
[50/756] 2022-04-11T09:20:00  total_mb=5866  pods=2
  Error on attempt 1/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-65b6765b8-9mc4b: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: Error from server (NotFound): pods "target-app-65b6765b8-xlblw" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: Error from server (NotFound): pods "target-app-65b6765b8-xlblw" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: Error from server (NotFound): pods "target-app-65b6765b8-xlblw" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: Error from server (NotFound): pods "target-app-65b6765b8-xlblw" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: Error from server (NotFound): pods "target-app-65b6765b8-xlblw" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-65b6765b8-xlblw: kubectl exec failed: Error from server (NotFound): pods "target-app-65b6765b8-xlblw" not found
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7cbb4bb8fd-95t72: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-95t72" not found
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-7cbb4bb8fd-mxfvn: kubectl exec failed: Error from server (NotFound): pods "target-app-7cbb4bb8fd-mxfvn" not found
, retrying in 3s …
  Error on attempt 1/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 2/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: command terminated with exit code 137
, retrying in 3s …
  Error on attempt 3/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 4/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 5/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: error: unable to upgrade connection: container not found ("target-app")
, retrying in 3s …
  Error on attempt 6/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: error: cannot exec into a container in a completed pod; current phase is Failed
, retrying in 3s …
  Error on attempt 7/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: Error from server (NotFound): pods "target-app-57f655b559-ffxrk" not found
, retrying in 3s …
  Error on attempt 8/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: Error from server (NotFound): pods "target-app-57f655b559-ffxrk" not found
, retrying in 3s …
  Error on attempt 9/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: Error from server (NotFound): pods "target-app-57f655b559-ffxrk" not found
, retrying in 3s …
  Error on attempt 10/10 for pod target-app-57f655b559-ffxrk: kubectl exec failed: Error from server (NotFound): pods "target-app-57f655b559-ffxrk" not found
, retrying in 3s …
  → pod=target-app-57f655b559-87lps status=200  latency=1767.5ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1604.5ms
[51/756] 2022-04-11T10:00:00  total_mb=5947  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1849.0ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1576.8ms
[52/756] 2022-04-11T10:40:00  total_mb=6007  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1732.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1799.5ms
[53/756] 2022-04-11T11:20:00  total_mb=6020  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1631.3ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1714.7ms
[54/756] 2022-04-11T12:00:00  total_mb=6135  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1894.0ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1845.6ms
[55/756] 2022-04-11T12:40:00  total_mb=6142  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1951.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1773.6ms
[56/756] 2022-04-11T13:20:00  total_mb=6140  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1779.3ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=2111.1ms
[57/756] 2022-04-11T14:00:00  total_mb=6249  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1783.5ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1805.7ms
[58/756] 2022-04-11T14:40:00  total_mb=6255  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1903.5ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1688.3ms
[59/756] 2022-04-11T15:20:00  total_mb=6259  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=2028.1ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1949.0ms
[60/756] 2022-04-11T16:00:00  total_mb=6304  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1744.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1849.4ms
[61/756] 2022-04-11T16:40:00  total_mb=6355  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1798.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1753.3ms
[62/756] 2022-04-11T17:20:00  total_mb=6359  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1999.3ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1850.6ms
[63/756] 2022-04-11T18:00:00  total_mb=6369  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=2013.2ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1780.6ms
[64/756] 2022-04-11T18:40:00  total_mb=6374  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1992.7ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=2031.1ms
[65/756] 2022-04-11T19:20:00  total_mb=6396  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1837.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1871.8ms
[66/756] 2022-04-11T20:00:00  total_mb=6394  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1969.5ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1829.2ms
[67/756] 2022-04-11T20:40:00  total_mb=6426  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1834.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1788.7ms
[68/756] 2022-04-11T21:20:00  total_mb=4243  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1295.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1384.8ms
[69/756] 2022-04-11T22:00:00  total_mb=4632  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1432.7ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1443.7ms
[70/756] 2022-04-11T22:40:00  total_mb=4969  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1691.5ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1702.7ms
[71/756] 2022-04-11T23:20:00  total_mb=5109  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1460.5ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1476.8ms
[72/756] 2022-04-12T00:00:00  total_mb=5157  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1472.6ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1486.6ms
[73/756] 2022-04-12T00:40:00  total_mb=5281  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1570.0ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1820.2ms
[74/756] 2022-04-12T01:20:00  total_mb=5365  pods=2
  → pod=target-app-57f655b559-87lps status=200  latency=1811.4ms
  → pod=target-app-57f655b559-k9jhs status=200  latency=1770.4ms
[75/756] 2022-04-12T02:00:00  total_mb=5441  pods=2
